ACCT 201, ELEM FINANCIAL ACCOUNTING, 3 Units, 01, 10833, NONE, NONE, NONE, SEM, MW, 8-9:15AM, OPEN, COB-140, Johnson D, Class instruction is: Face to Face - On Campus.
MTED 110, REAL NUM SYS ELEM MID SCH TCHR, 3 Units, 04, 6162, NONE, NONE, 27, LAB, W, 12-1:50PM, OPEN, LA5-257, Diaz C, Class instruction is: Face to Face - On Campus.
MTED 110, REAL NUM SYS ELEM MID SCH TCHR, 3 Units, 05, 7028, NONE, NONE, 310 1 15 27, SEM, Tu, 12-1:50PM, OPEN, LA5-257, Amadi L, Class instruction is: Face to Face - On Campus.
MTED 110, REAL NUM SYS ELEM MID SCH TCHR, 3 Units, 06, 7029, NONE, NONE, 310 27, LAB, Th, 12-1:50PM, OPEN, LA5-257, Amadi L, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 01, 1462, NONE, NONE, 1 27 136, SEM, M, 6-7:50PM, OPEN, LA5-257, Slattery M, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 02, 1823, NONE, NONE, 27, LAB, W, 6-7:50PM, OPEN, LA5-257, Slattery M, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 11, 8962, NONE, NONE, NONE, SEM, M, 4-5:50PM, OPEN, LA5-265, Gray C, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 12, 8963, NONE, NONE, NONE, LAB, W, 4-5:50PM, OPEN, LA5-265, Gray C, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 05, 6230, NONE, NONE, NONE, SEM, M, 10-11:50AM, OPEN, LA5-259, Bharaj P, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 06, 6231, NONE, NONE, NONE, LAB, W, 10-11:50AM, OPEN, LA5-259, Bharaj P, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 07, 6379, NONE, NONE, NONE, SEM, Tu, 2-3:50PM, OPEN, LA5-257, Conlon J, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 08, 6380, NONE, NONE, NONE, LAB, Th, 2-3:50PM, OPEN, LA5-257, Conlon J, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 09, 7183, NONE, NONE, 310, SEM, M, 12-1:50PM, OPEN, LA5-259, Amadi L, Class instruction is: Face to Face - On Campus.
MTED 211, GEOM & MEASURE ELEM TEACHERS, 3 Units, 10, 7184, NONE, NONE, 310, LAB, W, 12-1:50PM, OPEN, LA5-259, Amadi L, Class instruction is: Face to Face - On Campus.
MTED 301, COMPUTER APPS MATH FOR TEACHRS, 3 Units, 01, 1463, NONE, NONE, 306 1 27 136, SEM, M, 4-5:50PM, OPEN, ONLINE-ONLY, DiOrio J, Class instruction is: Synch. Online - Meet Times.
MTED 301, COMPUTER APPS MATH FOR TEACHRS, 3 Units, 02, 1824, NONE, NONE, 306 27, LAB, W, 4-5:50PM, OPEN, ONLINE-ONLY, DiOrio J, Class instruction is: Synch. Online - Meet Times.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 01, 5819, NONE, NONE, NONE, SEM, M, 10-11:50AM, OPEN, LA5-261, Diaz C, Class instruction is: Face to Face - On Campus.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 02, 5820, NONE, NONE, NONE, LAB, W, 10-11:50AM, OPEN, LA5-261, Diaz C, Class instruction is: Face to Face - On Campus.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 03, 5821, NONE, NONE, NONE, SEM, Tu, 2-3:50PM, OPEN, LA5-261, Sover C, Class instruction is: Face to Face - On Campus.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 04, 5822, NONE, NONE, NONE, LAB, Th, 2-3:50PM, OPEN, LA5-261, Sover C, Class instruction is: Face to Face - On Campus.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 05, 5823, NONE, NONE, NONE, SEM, Tu, 12-1:50PM, OPEN, LA5-261, Nguyen D, Class instruction is: Face to Face - On Campus.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 06, 5824, NONE, NONE, NONE, LAB, Th, 12-1:50PM, OPEN, LA5-261, Nguyen D, Class instruction is: Face to Face - On Campus.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 07, 5825, NONE, NONE, NONE, SEM, M, 4-5:50PM, OPEN, LA5-257, Sover C, Class instruction is: Face to Face - On Campus.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 08, 5826, NONE, NONE, NONE, LAB, W, 4-5:50PM, OPEN, LA5-257, Sover C, Class instruction is: Face to Face - On Campus.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 09, 5855, NONE, NONE, NONE, SEM, M, 2-3:50PM, OPEN, LA5-261, Nguyen D, Class instruction is: Face to Face - On Campus.
MTED 305, ALG & STAT THINKING K-8 TCHRS, 3 Units, 10, 5856, NONE, NONE, NONE, LAB, W, 2-3:50PM, OPEN, LA5-261, Nguyen D, Class instruction is: Face to Face - On Campus.
MTED 312, GEOM/MEAS FOR MATH SPECIALISTS, 4 Units, 01, 6174, NONE, NONE, NONE, SEM, TuTh, 4-5:50PM, OPEN, LA5-257, Nguyen D, Class instruction is: Face to Face - On Campus.
MTED 371, MATH MODELING FOR TEACHERS, 3 Units, 01, 5328, NONE, NONE, NONE, SEM, Tu, 4-5:50PM, OPEN, LA5-265, Sover C, Class instruction is: Face to Face - On Campus.
MTED 371, MATH MODELING FOR TEACHERS, 3 Units, 02, 5383, NONE, NONE, NONE, LAB, Th, 4-5:50PM, OPEN, LA5-265, Sover C, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 01, 3331, NONE, NONE, 1 27 147, SEM, M, 6-7:50PM, OPEN, LA5-265, Conlon J, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 02, 3332, NONE, NONE, 27, LAB, W, 6-7:50PM, OPEN, LA5-265, Conlon J, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 03, 1464, NONE, NONE, 1 27 147, SEM, Tu, 2-3:50PM, OPEN, LA5-265, Johnson A, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 04, 1825, NONE, NONE, 27, LAB, Th, 2-3:50PM, OPEN, LA5-265, Johnson A, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 05, 4636, NONE, NONE, NONE, SEM, M, 12-1:50PM, OPEN, LA5-265, Winberg K, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 06, 4637, NONE, NONE, NONE, LAB, W, 12-1:50PM, OPEN, LA5-265, Winberg K, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 07, 6201, NONE, NONE, NONE, SEM, M, 8-9:50AM, OPEN, LA5-265, Winberg K, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 08, 6202, NONE, NONE, NONE, LAB, W, 8-9:50AM, OPEN, LA5-265, Winberg K, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 09, 6377, NONE, NONE, NONE, SEM, Tu, 12-1:50PM, OPEN, LA5-265, Winberg K, Class instruction is: Face to Face - On Campus.
MTED 402, PROB SOLV APP MATH ELEM MS TCH, 3 Units, 10, 6378, NONE, NONE, NONE, LAB, Th, 12-1:50PM, OPEN, LA5-265, Winberg K, Class instruction is: Face to Face - On Campus.
MTED 411, TOPICS & ISSUES SECONDARY MATH, 3 Units, 01, 5827, NONE, NONE, NONE, SEM, Tu, 12-1:50PM, OPEN, LA5-259, Chesler J, Class instruction is: Face to Face - On Campus.
MTED 411, TOPICS & ISSUES SECONDARY MATH, 3 Units, 02, 5828, NONE, NONE, NONE, LAB, Th, 12-1:50PM, OPEN, LA5-259, Chesler J, Class instruction is: Face to Face - On Campus.
MTED 512, MATH CURRICULUM & ASSESSMENT, 3 Units, 01, 2814, NONE, NONE, 306 1 27, SEM, M, 5:30-8:15PM, OPEN, LA5-259, Benken B, Class instruction is: Face to Face - On Campus.
MTED 550, GEOMETRY & MEASUR IN SCHOOLS, 3 Units, 01, 9648, NONE, NONE, NONE, SEM, W, 5:30-8:15PM, OPEN, LA5-259, Pair J, Class instruction is: Face to Face - On Campus.
MAE 101A, INTRO TO AEROSPACE ENGINEERING, 1 Unit, 01, 5668, NONE, NONE, 1, SEM, W, 5-5:50PM, OPEN, ECS-105, Shankar P, lass instruction is: Face to Face - On Campus. Class offered with MAE-101AH-01
MAE 101AH, INTRO TO AEROSPACE ENGINEERING, 1 Unit, 01, 5933, NONE, NONE, 1 34, SEM, W, 5-5:50PM, OPEN, ECS-105, Shankar P, ass instruction is: Face to Face - On Campus. Seats are reserved for Engineering Honors students. Class offered with MAE-101A-01
MAE 101B, INTRO  MECHANICAL ENGINEERING, 1 Unit, 01, 2629, NONE, NONE, 1 17, SEM, M, 4-4:50PM, OPEN, KIN-059, Staff, Class instruction is: Face to Face - On Campus.
MAE 101B, INTRO  MECHANICAL ENGINEERING, 1 Unit, 02, 2980, NONE, NONE, 1 17, SEM, M, 5-5:50PM, OPEN, KIN-059, Staff, lass instruction is: Face to Face - On Campus. Class offered with MAE-101BH-02
MAE 101B, INTRO  MECHANICAL ENGINEERING, 1 Unit, 05, 10936, NONE, NONE, 1, SEM, Tu, 5-5:50PM, OPEN, KIN-059, Staff, Class instruction is: Face to Face - On Campus.
MAE 101BH, INTRO  MECHANICAL ENGINEERING, 1 Unit, 02, 10938, NONE, NONE, 1 34, SEM, M, 5-5:50PM, OPEN, KIN-059, Staff, ass instruction is: Face to Face - On Campus. Seats are reserved for Engineering Honors students. Class offered with MAE-101B-02
MAE 172A, ENGNRING DSGN GRAPHICS-AUTOCAD, 2 Units, 01, 4965, NONE, NONE, 1, SEM, M, 8-8:50AM, OPEN, EN2-200, Green R, Class instruction is: Face to Face - On Campus.
MAE 172A, ENGNRING DSGN GRAPHICS-AUTOCAD, 2 Units, 02, 4966, NONE, NONE, 1, LAB, M, 9-11:45AM, OPEN, EN2-200, Green R, Class instruction is: Face to Face - On Campus.
MAE 172A, ENGNRING DSGN GRAPHICS-AUTOCAD, 2 Units, 03, 4967, NONE, NONE, 1, SEM, Tu, 8-8:50AM, OPEN, ECS-204, Green R, Class instruction is: Face to Face - On Campus.
MAE 172A, ENGNRING DSGN GRAPHICS-AUTOCAD, 2 Units, 04, 4968, NONE, NONE, 1, LAB, Tu, 9-11:45AM, OPEN, ECS-204, Green R, Class instruction is: Face to Face - On Campus.
MAE 172A, ENGNRING DSGN GRAPHICS-AUTOCAD, 2 Units, 07, 6002, NONE, NONE, 1, SEM, F, 1-1:50PM, OPEN, EN2-204, Green R, Class instruction is: Face to Face - On Campus.
MAE 172A, ENGNRING DSGN GRAPHICS-AUTOCAD, 2 Units, 08, 6003, NONE, NONE, 1, LAB, F, 2-4:45PM, OPEN, EN2-204, Green R, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 01, 4957, NONE, NONE, 1, SEM, M, 1-1:50PM, OPEN, ECS-208, Green R, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 02, 4958, NONE, NONE, 1, LAB, M, 2-4:45PM, OPEN, ECS-208, Green R, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 11, 8798, NONE, NONE, NONE, SEM, Th, 12:30-1:20PM, OPEN, EN2-204, Staff, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 12, 8799, NONE, NONE, NONE, LAB, Th, 1:30-4:15PM, OPEN, EN2-204, Staff, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 13, 9405, NONE, NONE, NONE, SEM, Tu, 12:30-1:20PM, OPEN, EN2-204, Staff, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 14, 9406, NONE, NONE, NONE, LAB, Tu, 1:30-4:15PM, OPEN, EN2-204, Staff, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 03, 4959, NONE, NONE, 1, SEM, M, 5:30-6:20PM, OPEN, ECS-208, Beyer C, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 04, 4960, NONE, NONE, 1, LAB, M, 6:30-9:15PM, OPEN, ECS-208, Beyer C, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 05, 4961, NONE, NONE, 1, SEM, W, 1-1:50PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 06, 4962, NONE, NONE, 1, LAB, W, 2-4:45PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 07, 4963, NONE, NONE, 1, SEM, Th, 8-8:50AM, OPEN, ECS-204, Green R, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 08, 4964, NONE, NONE, 1, LAB, Th, 9-11:45AM, OPEN, ECS-204, Green R, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 09, 6000, NONE, NONE, 1, SEM, F, 1-1:50PM, OPEN, ECS-208, Beyer C, Class instruction is: Face to Face - On Campus.
MAE 172B, ENGINEERING DESIGN GRAPHICS-SO, 2 Units, 10, 6001, NONE, NONE, 1, LAB, F, 2-4:45PM, OPEN, ECS-208, Beyer C, Class instruction is: Face to Face - On Campus.
MAE 172C, ENGINEERING DSGN GRAPHICS-CATI, 2 Units, 01, 5960, NONE, NONE, 1, SEM, Tu, 5-5:50PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 172C, ENGINEERING DSGN GRAPHICS-CATI, 2 Units, 02, 5961, NONE, NONE, 1, LAB, Tu, 6-8:45PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 01, 3188, NONE, NONE, 1, SEM, M, 8-8:50AM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 02, 3388, NONE, NONE, 1, LAB, M, 9-11:45AM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 11, 3389, NONE, NONE, 1, SEM, F, 1-1:50PM, OPEN, EN2-200, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 12, 3390, NONE, NONE, 1, LAB, F, 2-4:45PM, OPEN, EN2-200, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 03, 3393, NONE, NONE, 1, SEM, W, 9-9:50AM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 04, 3394, NONE, NONE, 1, LAB, W, 10-12:45PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 05, 3395, NONE, NONE, 1, SEM, W, 5-5:50PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 06, 3396, NONE, NONE, 1, LAB, W, 6-8:45PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 07, 3391, NONE, NONE, 1, SEM, Th, 12:30-1:20PM, OPEN, ECS-204, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 08, 3392, NONE, NONE, 1, LAB, Th, 1:30-4:15PM, OPEN, ECS-204, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 09, 8610, NONE, NONE, NONE, SEM, F, 8-8:50AM, OPEN, EN2-204, Staff, Class instruction is: Face to Face - On Campus.
MAE 205, COMPUTER METHODS IN MAE, 2 Units, 10, 8611, NONE, NONE, NONE, LAB, F, 9-11:45AM, OPEN, EN2-204, Staff, Class instruction is: Face to Face - On Campus.
MAE 272, INTRO MANUFACTURING PROCESSES, 2 Units, 01, 1833, NONE, NONE, 1, SEM, Tu, 8-8:50AM, OPEN, ET-019, Hoang-Vu K, Class instruction is: Face to Face - On Campus.
MAE 272, INTRO MANUFACTURING PROCESSES, 2 Units, 02, 1866, NONE, NONE, 1, LAB, Tu, 9-11:45AM, OPEN, ET-019, Hoang-Vu K, Class instruction is: Face to Face - On Campus.
MAE 272, INTRO MANUFACTURING PROCESSES, 2 Units, 03, 2271, NONE, NONE, 1, SEM, Tu, 12:30-1:20PM, OPEN, ET-019, Hoang-Vu K, Class instruction is: Face to Face - On Campus.
MAE 272, INTRO MANUFACTURING PROCESSES, 2 Units, 04, 2272, NONE, NONE, 1, LAB, Tu, 1:30-4:15PM, OPEN, ET-019, Hoang-Vu K, Class instruction is: Face to Face - On Campus.
MAE 272, INTRO MANUFACTURING PROCESSES, 2 Units, 05, 3129, NONE, NONE, 1, SEM, Th, 8-8:50AM, OPEN, ET-019, Hoang-Vu K, Class instruction is: Face to Face - On Campus.
MAE 272, INTRO MANUFACTURING PROCESSES, 2 Units, 06, 3130, NONE, NONE, 1, LAB, Th, 9-11:45AM, OPEN, ET-019, Hoang-Vu K, Class instruction is: Face to Face - On Campus.
MAE 272, INTRO MANUFACTURING PROCESSES, 2 Units, 07, 3811, NONE, NONE, 1, SEM, F, 1-1:50PM, OPEN, ET-019, Yavari P, Class instruction is: Face to Face - On Campus.
MAE 272, INTRO MANUFACTURING PROCESSES, 2 Units, 08, 3812, NONE, NONE, 1, LAB, F, 2-4:45PM, OPEN, ET-019, Yavari P, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 01, 4683, NONE, NONE, 1, SEM, M, 8-8:50AM, OPEN, VEC-201, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 02, 4684, NONE, NONE, 1, LAB, M, 9-11:45AM, OPEN, ECS-108, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 11, 4721, NONE, NONE, 1, SEM, W, 8-8:50AM, OPEN, ECS-202, Bonifacio J, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 12, 5946, NONE, NONE, 1, LAB, W, 9-11:45AM, OPEN, ECS-108, Bonifacio J, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 13, 8630, NONE, NONE, NONE, SEM, W, 1-1:50PM, OPEN, VEC-202, Bonifacio J, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 14, 8631, NONE, NONE, NONE, LAB, W, 2-4:45PM, OPEN, ECS-108, Bonifacio J, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 15, 5947, NONE, NONE, 1, SEM, Th, 12:30-1:20PM, OPEN, ECS-210, Bonifacio J, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 16, 5948, NONE, NONE, 1, LAB, Th, 1:30-4:15PM, OPEN, ECS-108, Bonifacio J, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 17, 7579, NONE, NONE, NONE, SEM, Th, 5-5:50PM, OPEN, VEC-201, Hoang-Vu K, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 18, 7580, NONE, NONE, NONE, LAB, Th, 6-8:45PM, OPEN, ECS-108, Hoang-Vu K, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 03, 7577, NONE, NONE, NONE, SEM, M, 1-1:50PM, OPEN, VEC-201, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 04, 7578, NONE, NONE, NONE, LAB, M, 2-4:45PM, OPEN, ECS-108, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 05, 4685, NONE, NONE, 1, SEM, Tu, 8-8:50AM, OPEN, ECS-202, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 06, 4686, NONE, NONE, 1, LAB, Tu, 9-11:45AM, OPEN, ECS-108, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 07, 8628, NONE, NONE, NONE, SEM, Tu, 12:30-1:20PM, OPEN, ECS-210, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 08, 8629, NONE, NONE, NONE, LAB, Tu, 1:30-4:15PM, OPEN, ECS-108, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 09, 4687, NONE, NONE, 1, SEM, M, 5-5:50PM, OPEN, VEC-201, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 300, ENGR INSTRUMENTATN & MEASURMNT, 2 Units, 10, 4688, NONE, NONE, 1, LAB, M, 6-8:45PM, OPEN, ECS-108, Hoang H, Class instruction is: Face to Face - On Campus.
MAE 305, NUMERICAL METHODS IN MAE, 3 Units, 01, 3976, NONE, NONE, 1, SEM, MW, 11-12:15PM, OPEN, ECS-210, Khattab A, Class instruction is: Face to Face - On Campus.
MAE 305, NUMERICAL METHODS IN MAE, 3 Units, 02, 7181, NONE, NONE, 310 1, SEM, MW, 5:30-6:45PM, OPEN, SPA-108, Staff, Class instruction is: Face to Face - On Campus.
MAE 305, NUMERICAL METHODS IN MAE, 3 Units, 03, 4582, NONE, NONE, 1, SEM, TuTh, 12:30-1:45PM, OPEN, VEC-331, Schmitz A, Class instruction is: Face to Face - On Campus.
MAE 305, NUMERICAL METHODS IN MAE, 3 Units, 04, 4583, NONE, NONE, 1, SEM, TuTh, 3:30-4:45PM, OPEN, VEC-202, Khattab A, Class instruction is: Face to Face - On Campus.
MAE 305, NUMERICAL METHODS IN MAE, 3 Units, 05, 5560, NONE, NONE, 1, SEM, TuTh, 5-6:15PM, OPEN, VEC-202, Schmitz A, Class instruction is: Face to Face - On Campus.
MAE 305, NUMERICAL METHODS IN MAE, 3 Units, 06, 6268, NONE, NONE, 1, SEM, TuTh, 11-12:15PM, OPEN, VEC-331, Schmitz A, Class instruction is: Face to Face - On Campus.
MAE 322, ENGR MATERLS & MATERIALS PROC, 3 Units, 01, 2410, NONE, NONE, 1, SEM, TuTh, 12:30-1:45PM, OPEN, VEC-202, Shariat P, Class instruction is: Face to Face - On Campus.
MAE 322, ENGR MATERLS & MATERIALS PROC, 3 Units, 02, 4667, NONE, NONE, 1 31 305, SEM, NA, NA, OPEN, ONLINE-ONLY, Yavari P, Class instruction is: Asynch. Online-No Meet Times.
MAE 322, ENGR MATERLS & MATERIALS PROC, 3 Units, 03, 4668, NONE, NONE, 1 31 305, SEM, NA, NA, OPEN, ONLINE-ONLY, Yavari P, Class instruction is: Asynch. Online-No Meet Times.
MAE 330, ENGR THERMODYNAMICS I, 3 Units, 01, 8586, NONE, NONE, NONE, SEM, TuTh, 9:30-10:45AM, OPEN, ECS-202, Staff, Class instruction is: Face to Face - On Campus.
MAE 330, ENGR THERMODYNAMICS I, 3 Units, 02, 3386, NONE, NONE, 1, SEM, TuTh, 11-12:15PM, OPEN, ECS-202, Madadi E, Class instruction is: Face to Face - On Campus.
MAE 330, ENGR THERMODYNAMICS I, 3 Units, 03, 3387, NONE, NONE, 1, SEM, TuTh, 2-3:15PM, OPEN, VEC-331, Madadi E, Class instruction is: Face to Face - On Campus.
MAE 330, ENGR THERMODYNAMICS I, 3 Units, 04, 3667, NONE, NONE, 1, SEM, MW, 9:30-10:45AM, OPEN, ECS-302, Dhillon N, Class instruction is: Face to Face - On Campus.
MAE 330, ENGR THERMODYNAMICS I, 3 Units, 05, 4075, NONE, NONE, 1, SEM, MW, 5:30-6:45PM, OPEN, ECS-202, Staff, Class instruction is: Face to Face - On Campus.
MAE 330, ENGR THERMODYNAMICS I, 3 Units, 07, 9843, NONE, NONE, NONE, SEM, MW, 8-9:15AM, OPEN, VEC-202, Dhillon N, Class instruction is: Face to Face - On Campus.
MAE 333, ENGINEERING FLUID DYNAMICS, 3 Units, 02, 4074, NONE, NONE, 1, SEM, MW, 2-3:15PM, OPEN, ECS-202, Chae E, Class instruction is: Face to Face - On Campus.
MAE 333, ENGINEERING FLUID DYNAMICS, 3 Units, 03, 7306, NONE, NONE, NONE, SEM, MW, 3:30-4:45PM, OPEN, ECS-202, Chae E, Class instruction is: Face to Face - On Campus.
MAE 334, AERODYNAMICS I, 3 Units, 01, 3102, NONE, NONE, 1, SEM, TuTh, 11-12:15PM, OPEN, VEC-112, Zeng J, Class instruction is: Face to Face - On Campus.
MAE 334, AERODYNAMICS I, 3 Units, 02, 4942, NONE, NONE, 1, SEM, TuTh, 2-3:15PM, OPEN, VEC-112, Zeng J, Class instruction is: Face to Face - On Campus.
MAE 336, POWER PLANT DESIGN, 3 Units, 01, 3131, NONE, NONE, 1, SEM, MW, 11-12:15PM, OPEN, VEC-112, Ayegba P, Class instruction is: Face to Face - On Campus.
MAE 336, POWER PLANT DESIGN, 3 Units, 02, 9900, NONE, NONE, NONE, SEM, MW, 2-3:15PM, OPEN, VEC-112, Ayegba P, Class instruction is: Face to Face - On Campus.
MAE 336, POWER PLANT DESIGN, 3 Units, 03, 5095, NONE, NONE, 1, SEM, TuTh, 5:30-6:45PM, OPEN, VEC-113, Staff, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 01, 4722, NONE, NONE, 1, SEM, M, 1-1:50PM, OPEN, VEC-202, Jalali-Farahani A, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 02, 4723, NONE, NONE, 1, LAB, M, 2-4:45PM, OPEN, EN4-125, Jalali-Farahani A, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 11, 6983, NONE, NONE, 310, SEM, F, 5-5:50PM, OPEN, ECS-202, Staff, Class instruction is: Face to Face - On Campus.
